Tracker Distance,Very Active Distance,Moderately Active Distance,Light Active Distance,Very Active Minutes,Fairly Active Minutes,Lightly Active Minutes,Sedentary Minutes,Steps,Burned Calories 
2.630000114,0,0,2.630000114,0,0,231,783,3915,2181
4.409999847,0,0,4.400000095,0,0,272,1168,5832,2718
0,0,0,0,0,0,0,1440,0,2063
17.39999962,12.14999962,0.180000007,5.03000021,82,13,214,1131,18785,3676
5.71999979,0.090000004,0.800000012,4.78000021,1,16,238,733,7047,2908
8.020000458,0.360000014,2.559999943,5.099999905,5,58,252,1125,11037,3226
4.510000229,0.360000014,2.390000105,1.769999981,7,54,118,1261,6829,1909
8.789999962,2.329999924,0.920000017,5.539999962,31,23,279,833,13755,1970
7.5,2.480000019,0.209999993,4.820000172,32,3,257,1148,10690,2312
4.130000114,0,0,4.110000134,0,0,186,1254,6349,1467
6.820000172,0.469999999,1.889999986,4.460000038,7,29,293,1111,10319,2105
0,0,0,0,0,0,0,1440,0,1776
2.069999933,0,0,2.049999952,0,0,197,653,3335,1431
7.099999905,2.309999943,1.529999971,3.25,32,27,147,695,10677,2534
7.489999771,1.169999957,0.310000002,6.010000229,13,9,306,1112,10725,2124
11.51000023,8.850000381,0.449999988,2.210000038,93,9,130,1208,14990,2950
1.370000005,0,0,1.340000033,0,0,96,1344,2100,1334
9.590000153,3.319999933,1.74000001,4.53000021,47,41,258,594,14335,1710
1.809999943,0,0,1.799999952,0,0,90,1350,2817,1965
10.40999985,4.789999962,0.670000017,5.860000134,60,33,347,1000,15566,3096
12.19999981,4.309999943,1.370000005,7.670000076,51,24,379,986,18229,3055
5.110000134,0,0,5.110000134,0,0,268,720,7566,1431
8.119999886,1.74000001,2.039999962,4.329999924,21,36,267,654,12109,2072
15.07999992,5.449999809,4.099999905,5.53000021,66,72,268,968,22244,2670
9.06000042,4.269999981,0.660000026,5.289999962,50,12,337,1041,13541,2830
4.179999828,0,0,4.179999828,0,0,290,797,6222,2363
3.359999895,0,0,3.359999895,0,0,244,1196,5002,2247
18.25,11.10000038,0.800000012,6.239999771,73,19,217,1131,20226,3710
1.799999952,0.670000017,0.779999971,0.340000004,11,16,20,1393,2718,1580
6.650000095,3.109999895,0.02,3.50999999,47,1,305,1087,9685,2148
3.950000048,0,0,3.950000048,0,0,331,626,6375,1649
8.529999733,3.289999962,0.239999995,5,31,7,250,1152,11548,2489
3.369999886,0,0,3.369999886,0,0,237,436,5164,1747
2.519999981,0,0,2.519999981,0,0,200,1240,3761,2051
6.239999771,0,0.439999998,5.710000038,0,11,344,585,9261,2270
6.710000038,0.469999999,1.679999948,4.550000191,15,36,284,683,10147,2086
4.489999771,0,0,4.489999771,0,0,279,1161,6799,1922
11.47000027,4.909999847,1.149999976,5.409999847,60,23,190,729,14461,3666
16.23999977,13.26000023,0.389999986,2.589999914,132,8,158,1142,20669,3410
0,0,0,0,0,0,0,1440,0,1347
3.220000029,0,0,3.220000029,0,0,195,628,4926,1693
6.010000229,0,0.680000007,5.309999943,0,18,306,671,8954,2220
6.96999979,1.570000052,0.689999998,4.710000038,21,19,217,776,10735,1797
6.789999962,0.370000005,3.24000001,3.170000076,5,71,177,1106,8701,2804
1.220000029,0,0,1.220000029,0,0,96,902,1868,1494
13.23999977,0.629999995,3.140000105,9.460000038,9,71,402,816,18213,3846
4.349999905,0,0,4.349999905,0,0,355,716,7018,1690
0.980000019,0,0,0.970000029,0,0,96,1344,1510,1344
12.47999954,9.220000267,0.310000002,2.950000048,90,7,191,1152,15929,3114
5.28000021,0.07,0.419999987,4.789999962,1,8,256,944,6506,2896
8.609999657,0.699999988,2.50999999,5.389999866,11,48,241,684,11193,3074
2.930000067,0,0,2.930000067,0,0,201,1239,4363,2149
0.340000004,0,0.039999999,0.289999992,0,11,31,1350,475,2207
0.970000029,0,0,0.949999988,0,0,49,713,1329,1276
8.579999924,1.75999999,4.110000134,2.710000038,14,88,178,680,12312,1618
10.71000004,3.869999886,1.610000014,5.199999809,61,40,265,707,16358,2335
0.5,0.370000005,0,0.129999995,4,0,9,13,746,52
12.18999958,9.579999924,0.230000004,2.380000114,89,5,158,695,15108,3043
4.96999979,0,0,4.96999979,0,0,319,1121,7379,1972
9.800000191,5.289999962,0.569999993,3.940000057,73,14,216,814,15355,2013
2.099999905,0,0,2.089999914,0,0,172,842,3077,1237
10.59000015,0,0.280000001,10.30000019,0,6,513,921,14019,2865
1.549999952,0.07,0.330000013,1.120000005,1,9,58,824,2276,1632
6.300000191,1.50999999,0.119999997,4.659999847,22,5,378,1035,9202,2094
10.27999973,4.550000191,1.149999976,4.579999924,37,26,216,1161,13481,2529
6.239999771,1.559999943,0.49000001,4.199999809,19,10,167,680,7875,3110
10.67000008,5.460000038,0.819999993,4.369999886,67,15,188,1170,14055,3052
4.570000172,0,0,4.570000172,0,0,240,1200,6047,2671
6.050000191,0.829999983,0.709999979,4.5,65,15,156,723,7626,3635
6.349999905,1.370000005,1.5,3.470000029,20,25,273,1122,9601,2094
7.429999828,0,0,7.400000095,102,6,300,1032,11200,3891
4.170000076,0,0,4.170000076,0,0,247,736,6307,1452
9.840000153,5.050000191,0.870000005,3.920000076,117,16,141,692,12405,4005
2.079999924,0,0,2.079999924,0,0,145,1295,3090,1630
2.039999962,0.579999983,0.400000006,1.059999943,8,6,48,222,3121,741
7.190000057,0.219999999,3.309999943,3.660000086,3,72,182,1183,9217,2940
4,0.219999999,0.469999999,3.299999952,3,8,210,505,6083,1762
7.539999962,0.829999983,2.390000105,4.320000172,13,42,238,689,11404,2039
1.580000043,0,0,1.580000043,0,0,150,728,2547,1373
9.619999886,6.309999943,0.200000003,3.099999905,68,5,185,1182,12685,2846
3.609999895,0,0,3.609999895,0,0,215,722,5454,1740
3.289999962,1.24000001,0.439999998,1.610000014,19,7,127,1287,4978,1722
3.74000001,0.569999993,1.210000038,1.960000038,8,24,142,548,5652,1718
10.28999996,0.959999979,3.460000038,5.880000114,12,66,302,437,12692,3394
1.129999995,0,0,1.129999995,0,0,91,1349,1732,1328
3.390000105,0,0,3.390000105,0,0,318,1122,5135,1909
6.289999962,1.519999981,0.540000021,4.230000019,21,9,229,761,9632,1916
4.440000057,0.529999971,0.479999989,3.440000057,7,10,166,1257,5697,2668
6.53000021,2.869999886,0.970000029,2.670000076,58,59,153,762,9753,2846
3.619999886,0.079999998,0.280000001,3.25999999,1,7,249,508,5472,1882
9.659999847,3.730000019,1.049999952,4.880000114,50,24,254,816,15103,1990
6.230000019,0,0,6.21999979,0,0,402,1038,9135,2044
3.00999999,0,0,3.00999999,0,0,236,762,4493,2203
10.06999969,3.640000105,0.119999997,6.300000191,48,3,311,1078,14131,2770
6.349999905,2.089999914,0.230000004,4.019999981,28,5,330,1077,9317,2021
2.059999943,0,0,2.059999943,0,0,182,1062,3325,1419
3.180000067,0,0,3.180000067,0,0,194,724,4744,1884
3.480000019,1.039999962,0.629999995,1.799999952,16,16,130,1278,5151,1829
8.449999809,0.059999999,0.629999995,3.880000114,1,14,150,1275,10993,3092
5.179999828,1.019999981,1.850000024,2.309999943,15,29,197,1096,7833,1918
10.07999992,0.769999981,5.599999905,3.549999952,8,122,151,1159,14687,1667
13.35000038,10.43000031,0.469999999,2.450000048,95,12,156,1177,16433,3140
4.590000153,0.889999986,0.189999998,3.49000001,14,7,292,1127,6731,1921
0,0,0,0,0,0,0,1440,0,1841
0,0,0,0,0,0,0,1440,0,2063
0,0,0,0,0,0,0,1440,0,1841
2.799999952,0,0,0,0,0,0,1440,3588,2516
0.129999995,0,0,0.129999995,0,0,10,1430,197,1366
4.199999809,0,0,4.150000095,0,0,263,775,5862,3089
9.720000267,3.25999999,0.790000021,5.670000076,41,17,243,1139,13372,3404
5.03000021,2.619999886,0.029999999,2.380000114,32,1,194,839,7243,2361
7.619999886,0.449999988,4.21999979,2.950000048,7,95,170,797,11388,1551
5.320000172,0,0,5.320000172,0,0,330,569,8580,1698
2.549999952,0.119999997,0.239999995,2.180000067,2,6,185,734,3800,2120
0,0,0,0,0,0,0,1440,0,1347
7.239999771,0,0,7.239999771,0,0,461,479,9592,2560
9.710000038,3.210000038,0.569999993,5.920000076,41,15,277,798,14727,2004
8.539999962,1.200000048,2,5.340000153,18,39,313,655,12912,2162
0.889999986,0,0,0.879999995,0,0,38,1402,1223,2140
0,0,0,0,0,0,0,1440,0,1347
1.700000048,0,0.349999994,1.340000033,0,8,160,1272,2524,1529
7.349999905,0.529999971,2.029999971,4.75,7,44,238,1151,9423,3012
7.380000114,0.629999995,1.669999957,5.090000153,12,39,199,896,9603,2899
3.549999952,0,0,3.549999952,0,0,220,1220,5372,1827
